xvar,est,lb,hb
-0.300000000000001,0.894414861696193,0.8888899157887836,0.8999710258370534
-0.25,0.8949707723877726,0.8894964011990505,0.9004757700860729
-0.199999999999999,0.8955298009591002,0.8901057414812266,0.9009839041284903
-0.149999999999999,0.8960919630142691,0.8907179510775517,0.9014954446479309
-0.0999999999999979,0.8966572742101172,0.8913330445864641,0.9020104082762276
-0.0500000000000007,0.8972257502566132,0.8919510367664681,0.9025288115903547
0.0,0.8977974069172485,0.8925719425400417,0.90305067110933
0.0500000000000007,0.8983722600094289,0.8931957769975557,0.9035760032911084
0.100000000000001,0.8989503254048674,0.8938225554012149,0.9041048245294584
0.150000000000002,0.8995316190299857,0.8944522931890181,0.9046371511508257
0.199999999999999,0.9001161568663059,0.8950850059787263,0.9051729994111978
0.25,0.9007039549508596,0.8957207095718338,0.9057123854929688
0.300000000000001,0.9012950293765867,0.8963594199575441,0.9062553255018018
0.350000000000001,0.9018893962927447,0.8970011533167335,0.9068018354635139
0.400000000000002,0.9024870719053141,0.8976459260259091,0.9073519313209696
0.449999999999999,0.9030880724774113,0.8982937546611461,0.9079056289310052
0.5,0.9036924143297024,0.8989446560019985,0.9084629440613827
0.550000000000001,0.9043001138408167,0.8995986470353784,0.9090238923877728
0.600000000000001,0.9049111874477676,0.9002557449593976,0.9095884894908005
0.650000000000002,0.9055256516463684,0.9009159671871597,0.9101567508531263
0.699999999999999,0.9061435229916621,0.901579331350495,0.9107286918566025
0.75,0.90676481809834,0.9022458553036341,0.9113043277794948
0.800000000000001,0.9073895536411737,0.9029155571268048,0.9118836737937797
0.850000000000001,0.9080177463554444,0.9035884551297482,0.9124667449625392
0.900000000000002,0.9086494130373746,0.9042645678551412,0.9130535562374489
0.949999999999999,0.9092845705445635,0.9049439140819142,0.9136441224563728
1.0,0.9099232357964262,0.9056265128284593,0.9142384583410889
1.05,0.9105654257746327,0.9063123833557063,0.9148365784951329
1.1,0.9112111575235524,0.9070015451700708,0.9154384974017918
1.15,0.9118604481506956,0.9076940180262489,0.9160442294222501
1.2,0.9125133148271642,0.9083898219298528,0.9166537887939016
1.25,0.9131697747881051,0.9090889771398691,0.9172671896288469
1.3,0.913829845333154,0.9097915041709411,0.9178844459125709
1.35,0.9144935438269033,0.9104974237954382,0.9185055715028426
1.4,0.915160887699349,0.9112067570453182,0.9191305801288215
1.45,0.915831894446357,0.9119195252137604,0.9197594853904113
1.5,0.9165065816301298,0.91263574985655,0.9203923007578545
1.55,0.9171849668796636,0.91335545279321,0.9210290395715991
1.6,0.9178670678912261,0.9140786561078467,0.9216697150424503
1.65,0.9185529024288219,0.9148053821497087,0.9223143402520121
1.7,0.9192424883246704,0.9155356535334354,0.9229629281534595
1.75,0.9199358428383279,0.9162694925376802,0.9236154908909471
1.8,0.9206329703312244,0.9170069095139843,0.9242720267347964
1.85,0.9213338631484924,0.9177479035718339,0.9249325211618514
1.9,0.9220385131768977,0.9184924733564092,0.925596959199167
1.95,0.9227469123001312,0.9192406174728771,0.9262653259104691
2.0,0.9234590523983529,0.9199923344844434,0.9269376063971595
2.05,0.924174925347734,0.920747622910427,0.9276137857992846
2.1,0.9248945230200011,0.9215064812243521,0.9282938492964954
2.15,0.925617837281978,0.9222689078520789,0.9289777821089754
2.2,0.9263448599951377,0.9230349011699535,0.9296655694983479
2.25,0.927075583015144,0.9238044595029854,0.9303571967685508
2.3,0.927809998191402,0.9245775811230625,0.931052649266691
2.35,0.9285480973666058,0.9253542642471887,0.931751912383864
2.4,0.9292898723762927,0.9261345070357616,0.9324549715559514
2.45,0.9300353150483877,0.9269183075908722,0.9331618122643783
2.5,0.9307844172027626,0.9277056639546528,0.9338724200368455
2.55,0.9315371706507858,0.928496574107645,0.9345867804480313
2.6,0.9322935671948759,0.9292910359672134,0.9353048791202501
2.65,0.9330535986280599,0.9300890473859923,0.936026701724092
2.7,0.933817256733527,0.9308906061503653,0.9367522339790116
2.75,0.9345845332841881,0.9316957099789864,0.9374814616538991
2.8,0.9353554200422336,0.9325043565213407,0.9382143705675994
