xvar,est,lb,hb,group
-15.35,0.8020474244566673,0.7668392780758833,0.8384557523990408,GDP3
-15.3,0.802540004224208,0.7676388061578977,0.8386191400598412,GDP3
-15.25,0.8030314357255353,0.768434659714114,0.8387843142322478,GDP3
-15.2,0.8035217133315775,0.7692268188388638,0.8389512783710791,GDP3
-15.15,0.8040108314114074,0.7700152639199686,0.8391200356502293,GDP3
-15.1,0.8044987859017989,0.7707999786309385,0.8392905890140536,GDP3
-15.05,0.8049855801916057,0.7715809610369344,0.839462941494295,GDP3
-15.0,0.8054712198930842,0.7723582135427436,0.8396370961506907,GDP3
-14.95,0.8059557106373626,0.773131738691409,0.8398130560020814,GDP3
-14.9,0.8064390580740058,0.773901539167532,0.8399908240219099,GDP3
-14.85,0.8069212678709308,0.7746676178014128,0.8401704031335591,GDP3
-14.8,0.8074023457143131,0.7754299775733582,0.840351796205525,GDP3
-14.75,0.8078822973085019,0.7761886216181662,0.840535006046405,GDP3
-14.7,0.8083611283759322,0.7769435532297961,0.8407200353997064,GDP3
-14.65,0.8088388446570344,0.7776947758662156,0.840906886938482,GDP3
-14.6,0.8093154519101529,0.7784422931544345,0.8410955632597718,GDP3
