city,exp,year,country,adult_population,t2m_mean_corrected,osa_person_days_corrected,yld_diff_mean_corrected,yld_diff_max_corrected,yld_diff_min_corrected,yll_diff_corrected,yll_diff_min_corrected,yll_diff_max_corrected,money_cost_corrected,money_cost_min_corrected,money_cost_max_corrected,population_adult
Amsterdam,ssp370,2098,Netherlands,14439496.5,13.542384131311513,244100082.83127174,53501.38801781636,68941.10319448417,38061.672841148546,794.6534286588331,488.8863434243289,1100.4205138933373,6790993988.455986,3395496994.227993,10186490982.683979,14439496.5
Athens,ssp370,2024,Greece,8191353.500000001,17.887375429405033,38458566.952756286,8429.274948549735,10572.615274672666,6285.934622426803,396.84798639532795,262.3041420317302,531.3918307589258,405825372.0897504,202912686.0448752,608738058.1346257,8191353.500000001
Athens,ssp370,2025,Greece,8125701.499999999,17.74793928220811,34472132.147146575,7555.535813073634,9371.223963393028,5739.84766275424,355.71258404282526,241.73644085547883,469.6887272301715,363759416.0106963,181879708.00534815,545639124.0160444,8125701.499999999
Athens,ssp370,2026,Greece,8113169.0,17.99232106650245,43408562.57832053,9514.205496618612,12064.394778267371,6964.016214969852,447.9262233739383,287.8432605210353,608.0091862268412,458059086.85751235,229029543.42875618,687088630.2862685,8113169.0
Athens,ssp370,2027,Greece,8102711.5,17.90786336926369,39514230.08121425,8660.65316848573,10890.760327084658,6430.546009886799,407.74121045526033,267.7507540616964,547.7316668488243,416965019.6599301,208482509.82996505,625447529.4898951,8102711.5
Athens,ssp370,2028,Greece,8095075.5,17.842840004370878,37596874.842445925,8240.410924372121,10312.92724142845,6167.894607315795,387.95631918137707,257.8583084247548,518.054329937999,396732560.03247684,198366280.01623842,595098840.0487152,8095075.5
Athens,ssp370,2029,Greece,8091588.0,17.85854642343781,39983236.069279864,8763.44900148641,11032.104597460595,6494.793405512226,412.5808104902753,270.1705540792037,554.9910669013465,421914099.792137,210957049.8960685,632871149.6882055,8091588.0
Athens,ssp370,2030,Greece,8087450.500000001,17.892854032782825,40197328.51433797,8810.373373005994,11096.625608300023,6524.121137711965,414.78999721915454,271.2751474436434,558.3048469946655,424173262.1338862,212086631.0669431,636259893.2008293,8087450.500000001
Athens,ssp370,2031,Greece,8079371.0,18.004211581656286,44537296.68135973,9761.599272627202,12404.561220279185,7118.6373249752205,459.5734554852404,293.6668765766862,625.4800343937939,469969799.4412379,234984899.72061896,704954699.1618569,8079371.0
Athens,ssp370,2032,Greece,8066432.500000001,17.983349403219236,42697226.31280274,9358.296178148958,11850.019465371599,6866.572890926318,440.58605479804066,284.1731762330866,596.9989333629949,450552871.0125668,225276435.5062834,675829306.5188502,8066432.500000001
Athens,ssp370,2033,Greece,8048713.0,18.04687525347055,44769179.22539933,9812.422843923552,12474.443630811664,7150.40205703544,461.96621548577195,294.86325657695215,629.0691743945913,472416687.7985598,236208343.8992799,708625031.6978397,8048713.0
Athens,ssp370,2034,Greece,8028481.000000001,18.229015353432864,50202188.547426626,11003.219407655564,14111.78890594318,7894.649909367946,518.028595869366,322.8944467687492,713.1627449699829,529747295.8887471,264873647.94437355,794620943.8331206,8028481.000000001
Athens,ssp370,2035,Greece,8007410.5,18.18308699297536,50019999.2693163,10963.287511083436,14056.882548156507,7869.692474010367,516.1486129711545,321.9544553196433,710.3427706226654,527824784.5359264,263912392.2679632,791737176.8038896,8007410.5
Athens,ssp370,2036,Greece,7986868.0,18.122500262253673,50017090.598735854,10962.64999424389,14056.005962502128,7869.29402598565,516.1185988506504,321.93944825939144,710.2977494419096,527794091.44426656,263897045.72213328,791691137.1663998,7986868.0
Athens,ssp370,2037,Greece,7963725.5,18.212665741335915,53295807.38895898,11681.272852374983,15044.112392432384,8318.433312317584,549.9511687890686,338.8557332286005,761.0466043495367,562392012.448543,281196006.2242715,843588018.6728144,7963725.5
Athens,ssp370,2038,Greece,7935106.0,18.268596348176693,55383557.69206695,12138.861959905498,15673.297415286841,8604.426504524155,571.4943402988731,349.62731898350273,793.3613616142436,584422527.642467,292211263.8212335,876633791.4637005,7935106.0
Athens,ssp370,2039,Greece,7902020.5,18.333184309745427,54603819.674818195,11967.960476672892,15438.307875842009,8497.613077503778,563.4483446578722,345.6043211630023,781.2923681527421,576194517.7072239,288097258.85361195,864291776.5608358,7902020.5
Athens,ssp370,2040,Greece,7866145.5,18.316403848098727,57476009.51761139,12597.481538107018,16303.89933531393,8891.063740900106,593.0860260893635,360.4231618787479,825.7488902999788,606502654.5937533,303251327.29687667,909753981.89063,7866145.5
Athens,ssp370,2041,Greece,7830111.500000001,18.285076768772356,56676532.57163098,12422.25371433049,16062.961077621203,8781.546351039775,584.8363475048359,356.2983225864841,813.3743724231869,598066354.0556126,299033177.0278063,897099531.0834188,7830111.500000001
Athens,ssp370,2042,Greece,7789877.0,18.322735925714333,57420798.585358955,12585.380511859908,16287.260424224154,8883.500599495663,592.5163130441972,360.13830535616455,824.8943207322293,605920053.6572106,302960026.8286053,908880080.4858159,7789877.0
Athens,ssp370,2043,Greece,7744619.0,18.39903740161841,60239260.59134354,13203.125609062008,17136.659932877046,9269.591285246976,621.5995852623378,374.67994146523506,868.5192290594401,635661239.6380752,317830619.8190376,953491859.4571128,7744619.0
Athens,ssp370,2044,Greece,7697862.999999999,18.226522434000692,56368808.81644458,12354.807411823884,15970.222411674618,8739.392411973145,581.6609938115553,354.71064573984376,808.6113418832662,594819168.3868699,297409584.19343495,892228752.5803049,7697862.999999999
Athens,ssp370,2045,Greece,7650115.000000001,18.452485095033232,61721610.10375785,13528.024132330898,17583.395402371767,9472.652862290033,636.8957199274253,382.32800879777864,891.4634310570717,651303399.2427624,325651699.6213812,976955098.8641436,7650115.000000001
Athens,ssp370,2046,Greece,7601813.0,18.460561708581057,61018634.23542395,13373.947229682377,17371.539661230046,9376.354798134704,629.6418209931388,378.7010593306354,880.5825826556418,643885404.6074669,321942702.30373347,965828106.9112004,7601813.0
Athens,ssp370,2047,Greece,7551452.999999999,18.64264479275064,69566845.17930894,15247.52771053388,19947.712822400863,10547.342598666894,717.8494836585246,422.8048906633286,1012.894076653721,734088476.6893038,367044238.3446519,1101132715.0339556,7551452.999999999
Athens,ssp370,2048,Greece,7499422.5,18.70299193871269,73252868.55637094,16055.4232452324,21058.569182611333,11052.27730785347,755.8849870819868,441.8226423750594,1069.9473317889133,772984408.7807208,386492204.3903604,1159476613.1710813,7499422.5
Athens,ssp370,2049,Greece,7446283.000000001,18.679184603329375,71726345.14149094,15720.842770738152,20598.521030181735,10843.164511294564,740.1330287699528,433.94666321904236,1046.319394320863,756876114.0122658,378438057.0061329,1135314171.0183988,7446283.000000001
Athens,ssp370,2050,Greece,7392454.5,18.61673816963607,69794595.17914733,15297.445518717635,20016.349808653533,10578.541228781742,720.1996005765166,423.97994912232423,1016.4192520307088,736491757.3040336,368245878.6520168,1104737635.9560504,7392454.5
Athens,ssp370,2051,Greece,7338312.499999999,18.5947197483017,66367295.09082565,14546.256458263568,18983.464850529184,10109.04806599795,684.8338226344096,406.2970601512709,963.370585117548,700325944.4874792,350162972.2437396,1050488916.7312188,7338312.499999999
Athens,ssp370,2052,Greece,7283673.000000001,18.66770275643525,70178764.4460988,15381.647001885081,20132.126848008767,10631.167155761395,724.1637836468823,425.96204065750715,1022.3655266362566,740545617.0304644,370272808.5152322,1110818425.5456967,7283673.000000001
Athens,ssp370,2053,Greece,7229326.500000001,18.841891653261797,74778984.44853787,16389.914399679947,21518.494519976703,11261.334279383187,771.6327402303624,449.6965189492473,1093.568961511477,789088403.2574654,394544201.6287327,1183632604.886198,7229326.500000001
Athens,ssp370,2054,Greece,7175026.5,18.529842646338956,64528664.662907794,14143.26896721308,18429.357050334766,9857.180884091395,665.8612804712906,396.8107890697115,934.9117718728701,680924210.7083223,340462105.35416114,1021386316.0624834,7175026.5
Athens,ssp370,2055,Greece,7120521.499999999,18.78833229038696,73037784.91106202,16008.281624342773,20993.749453888093,11022.81379479745,753.6655723114817,440.71293498980697,1066.6182096331559,770714787.0214095,385357393.51070476,1156072180.5321143,7120521.499999999
Athens,ssp370,2056,Greece,7066421.499999999,18.698252838952765,69118849.29655153,15149.336832121295,19812.700364583558,10485.973299659028,713.2266836409359,420.493490654534,1005.9598766273373,729361100.9647212,364680550.4823606,1094041651.4470818,7066421.499999999
Athens,ssp370,2057,Greece,7012993.500000001,18.77467096431255,71466278.30414099,15663.841820086105,20520.144723035177,10807.538917137035,737.4494394189168,432.6048685435246,1042.2940102943085,754131817.2430856,377065908.6215428,1131197725.8646283,7012993.500000001
Athens,ssp370,2058,Greece,6960325.5,18.787435304486905,70430157.23699237,15436.746791669975,20207.889058962995,10665.604524376953,726.75786685812,427.2590822631261,1026.2566514531138,743198382.8766382,371599191.4383191,1114797574.3149571,6960325.5
Athens,ssp370,2059,Greece,6908458.0,18.879247582192537,73967676.93888424,16212.093575646275,21273.990886930405,11150.196264362141,763.2609838945393,445.51064078133584,1081.0113270077427,780527263.3588094,390263631.6794047,1170790895.038214,6908458.0
